n_pages,render_time_sec,avg_time_per_page
1,8.049955129623413,8.049955129623413
5,16.171207904815674,3.234241580963135
10,26.353329181671143,2.6353329181671143
25,55.74017882347107,2.2296071529388426
50,97.06169319152832,1.9412338638305664
100,174.52544617652893,1.7452544617652892
250,381.6062858104706,1.5264251432418823
500,676.2881548404694,1.3525763096809387
